YOM,Engine (cc),Gear,Millage(KM),Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price,Year_Listed,Month_Listed,Car_Age,Mileage_per_year,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol,Brand_Freq,Model_Freq,Brand_AvgPrice,Model_AvgPrice,BrandModel_AvgPrice,BrandModelYear_AvgPrice,Luxury_Brand
1985,1400.0,0,440000.0,0,0,1,0,0,0,1031250.0,2025,1,40,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1031250.0,0
2007,1800.0,1,198000.0,0,0,1,1,1,1,7500000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,6833333.333333333,0
2004,1500.0,1,231000.0,0,0,1,1,1,1,4800000.0,2025,1,21,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,4800000.0,0
2018,1000.0,1,77000.0,0,0,1,1,1,1,12700000.0,2025,1,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
1985,1500.0,0,440000.0,1,0,1,0,0,0,775000.0,2025,1,40,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1031250.0,0
1995,1500.0,0,330000.0,0,0,1,1,1,1,1870000.0,2025,1,30,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1870000.0,0
2007,1300.0,1,198000.0,0,0,1,1,1,1,6500000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,6833333.333333333,0
1985,1300.0,0,440000.0,0,0,1,0,0,0,850000.0,2025,1,40,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1031250.0,0
1987,1500.0,0,418000.0,0,0,1,0,0,0,425000.0,2025,1,38,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1056500.0,0
1991,1490.0,0,374000.0,0,0,1,1,1,1,1975000.0,2025,1,34,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1825000.0,0
2017,1500.0,1,88000.0,0,0,1,1,1,1,13500000.0,2025,1,8,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,13025000.0,0
2018,1322.0,1,77000.0,0,0,1,1,1,1,12925000.0,2025,1,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
1985,1500.0,0,440000.0,0,0,1,0,0,0,1250000.0,2025,1,40,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1031250.0,0
1989,1500.0,0,396000.0,0,0,1,1,1,1,1475000.0,2025,1,36,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1475000.0,0
2018,1000.0,1,77000.0,0,0,1,1,1,1,12800000.0,2025,1,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
2017,1000.0,1,88000.0,0,0,1,1,1,1,12075000.0,2025,1,8,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,13025000.0,0
2017,1000.0,1,88000.0,0,0,1,1,1,1,13500000.0,2025,1,8,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,13025000.0,0
2018,1000.0,1,77000.0,1,0,1,1,1,1,12650000.0,2024,12,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
2012,1598.0,1,143000.0,0,0,1,1,1,1,10000000.0,2024,12,13,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,9925000.0,0
2018,1000.0,1,77000.0,0,0,1,1,1,1,12100000.0,2024,12,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
1987,1500.0,0,418000.0,0,0,1,1,1,1,1688000.0,2024,12,38,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,1056500.0,0
2018,1500.0,1,77000.0,0,0,1,1,1,1,12925000.0,2024,12,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
2018,1200.0,1,77000.0,1,0,1,1,1,1,12925000.0,2024,12,7,11000.0,0.0,0.0,0.0,1.0,653,28,7345285.759134985,7179080.357142857,7179080.357142857,12815625.0,0
1992,1500.0,0,363000.0,0,0,1,1,1,1,2380000.0,2025,1,33,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,2380000.0,2380000.0,2380000.0,0
1991,1500.0,1,374000.0,0,0,1,1,1,1,2975000.0,2025,1,34,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,2975000.0,2975000.0,2975000.0,0
1999,1500.0,1,286000.0,0,0,1,1,1,1,4000000.0,2024,12,26,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,4000000.0,4000000.0,4000000.0,0
2000,1500.0,1,275000.0,0,0,1,1,1,1,4281250.0,2025,2,25,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,4281250.0,0
1998,1500.0,0,297000.0,0,0,1,1,1,1,3500000.0,2025,2,27,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3542250.0,0
1999,1500.0,0,286000.0,0,0,1,1,1,1,3800000.0,2025,2,26,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3800000.0,0
1998,1500.0,0,297000.0,0,0,1,1,1,1,3679999.9999999995,2025,1,27,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3542250.0,0
1996,1500.0,0,319000.0,0,0,1,1,1,1,3450000.0,2025,1,29,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3475000.0,0
1998,1500.0,0,297000.0,0,0,1,1,1,1,3750000.0,2025,1,27,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3542250.0,0
1995,1495.0,0,330000.0,0,0,1,1,0,1,2991250.0,2025,1,30,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,2991250.0,0
1996,1500.0,0,319000.0,1,0,1,1,1,1,3475000.0,2025,1,29,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3475000.0,0
1999,1500.0,0,286000.0,0,0,1,1,1,1,3800000.0,2025,1,26,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3800000.0,0
1996,1450.0,0,319000.0,0,0,1,1,1,1,3500000.0,2025,1,29,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3475000.0,0
1997,1500.0,0,308000.0,0,0,1,1,0,1,3725000.0,2025,1,28,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3687500.0,0
1997,1500.0,0,308000.0,0,0,1,1,1,1,3475000.0,2025,1,28,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3687500.0,0
1998,1500.0,1,297000.0,1,0,1,1,1,1,2991250.0,2025,1,27,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3542250.0,0
1997,1500.0,1,308000.0,1,0,1,1,1,1,3800000.0,2025,1,28,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3687500.0,0
1998,1500.0,1,297000.0,0,0,1,1,1,1,3790000.0,2024,12,27,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3542250.0,0
1996,1500.0,1,319000.0,0,0,1,1,1,1,3475000.0,2024,12,29,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3475000.0,0
1997,1500.0,0,308000.0,0,0,1,1,1,1,3750000.0,2024,12,28,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,3687500.0,0
2000,1500.0,0,275000.0,0,0,1,1,1,1,4281250.0,2024,12,25,11000.0,0.0,0.0,0.0,1.0,653,18,7345285.759134985,3639722.222222222,3639722.222222222,4281250.0,0
2000,1500.0,1,275000.0,0,0,1,1,1,1,4975000.0,2024,12,25,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,4975000.0,4975000.0,4975000.0,0
2004,1500.0,1,231000.0,0,0,1,1,1,1,5050000.0,2025,1,21,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,5050000.0,5050000.0,5050000.0,0
2004,1500.0,1,231000.0,0,0,1,1,1,1,4950000.0,2025,2,21,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,4950000.0,4950000.0,4950000.0,0
2003,1600.0,1,242000.0,1,0,1,1,1,1,5200000.0,2024,12,22,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,5200000.0,5200000.0,5200000.0,0
2003,1600.0,1,242000.0,0,0,1,1,1,1,5800000.0,2025,2,22,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,5800000.0,5800000.0,5800000.0,0
2002,1500.0,0,253000.0,0,0,1,1,1,1,4650000.0,2025,2,23,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4662500.0,0
2001,1500.0,0,264000.0,0,0,1,1,1,1,4375000.0,2025,2,24,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4463541.666666667,0
2004,1500.0,1,231000.0,0,0,1,1,1,1,4675000.0,2025,1,21,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4650000.0,0
2001,1500.0,0,264000.0,0,0,1,1,1,1,4340625.0,2025,1,24,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4463541.666666667,0
2006,1500.0,1,209000.0,0,0,1,1,1,1,4875000.0,2025,1,19,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4875000.0,0
2005,1500.0,1,220000.0,0,0,1,1,1,1,5115625.0,2025,1,20,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,5115625.0,0
2004,1500.0,1,231000.0,0,0,1,1,1,1,4625000.0,2025,1,21,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4650000.0,0
2003,1500.0,1,242000.0,0,0,1,1,1,1,5115625.0,2025,1,22,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,5115625.0,0
2001,1500.0,0,264000.0,1,0,1,1,1,1,4675000.0,2025,1,24,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4463541.666666667,0
2002,1500.0,1,253000.0,0,0,1,1,1,1,4675000.0,2024,12,23,11000.0,0.0,0.0,0.0,1.0,653,10,7345285.759134985,4712187.5,4712187.5,4662500.0,0
2012,1600.0,1,143000.0,1,0,1,1,1,1,2550000.0,2025,1,13,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,2550000.0,2550000.0,2550000.0,0
2008,1800.0,1,187000.0,0,0,1,1,1,1,7490000.000000001,2025,2,17,11000.0,0.0,0.0,0.0,1.0,653,5,7345285.759134985,7374000.0,7374000.0,7490000.000000001,0
2008,1800.0,1,187000.0,0,0,1,1,1,1,7490000.000000001,2025,2,17,11000.0,0.0,0.0,0.0,1.0,653,5,7345285.759134985,7374000.0,7374000.0,7490000.000000001,0
2006,1800.0,1,209000.0,0,0,1,1,1,1,7200000.0,2025,2,19,11000.0,0.0,0.0,0.0,1.0,653,5,7345285.759134985,7374000.0,7374000.0,7200000.0,0
2006,1800.0,1,209000.0,0,0,1,1,1,1,7200000.0,2025,1,19,11000.0,0.0,0.0,0.0,1.0,653,5,7345285.759134985,7374000.0,7374000.0,7200000.0,0
2008,1799.0,1,187000.0,0,0,1,1,1,1,7490000.000000001,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,5,7345285.759134985,7374000.0,7374000.0,7490000.000000001,0
2007,1800.0,1,198000.0,0,0,1,1,1,1,7750000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,7750000.0,7750000.0,7750000.0,0
2006,1799.0,1,209000.0,0,0,1,1,1,1,6500000.0,2024,12,19,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,6500000.0,6500000.0,6500000.0,0
2007,1350.0,1,198000.0,0,0,1,1,1,1,6387500.0,2025,2,18,11000.0,0.0,0.0,1.0,0.0,653,9,7345285.759134985,6505000.0,6505000.0,6509000.0,0
2007,1300.0,1,198000.0,0,0,1,1,1,1,6575000.0,2025,2,18,11000.0,0.0,0.0,1.0,0.0,653,9,7345285.759134985,6505000.0,6505000.0,6509000.0,0
2007,1300.0,1,198000.0,0,0,1,1,1,1,6595000.0,2025,1,18,11000.0,0.0,0.0,1.0,0.0,653,9,7345285.759134985,6505000.0,6505000.0,6509000.0,0
2008,1300.0,1,187000.0,0,0,1,1,1,1,6500000.0,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,9,7345285.759134985,6505000.0,6505000.0,6500000.0,0
2008,1330.0,1,187000.0,0,0,1,1,1,1,6500000.0,2025,1,17,11000.0,0.0,0.0,1.0,0.0,653,9,7345285.759134985,6505000.0,6505000.0,6500000.0,0
2007,1300.0,1,198000.0,0,0,1,1,1,1,6600000.0,2025,1,18,11000.0,0.0,0.0,1.0,0.0,653,9,7345285.759134985,6505000.0,6505000.0,6509000.0,0
2008,1330.0,1,187000.0,0,0,1,1,1,1,6500000.0,2025,1,17,11000.0,0.0,0.0,1.0,0.0,653,9,7345285.759134985,6505000.0,6505000.0,6500000.0,0
2008,1300.0,1,187000.0,0,0,1,1,1,1,6500000.0,2024,12,17,11000.0,0.0,0.0,0.0,1.0,653,9,7345285.759134985,6505000.0,6505000.0,6500000.0,0
2007,1500.0,1,198000.0,0,0,1,1,1,1,6387500.0,2024,12,18,11000.0,0.0,0.0,0.0,1.0,653,9,7345285.759134985,6505000.0,6505000.0,6509000.0,0
2008,1600.0,1,187000.0,0,0,1,1,1,1,6650000.0,2025,2,17,11000.0,0.0,0.0,0.0,1.0,653,2,7345285.759134985,6650000.0,6650000.0,6650000.0,0
2007,1600.0,1,198000.0,0,0,1,1,1,1,6650000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,2,7345285.759134985,6650000.0,6650000.0,6650000.0,0
1985,1300.0,0,440000.0,0,0,0,0,0,1,795000.0,2025,2,40,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,795000.0,795000.0,795000.0,0
2018,1200.0,1,77000.0,0,0,1,1,1,1,12500000.0,2024,12,7,11000.0,0.0,0.0,0.0,1.0,653,2,7345285.759134985,12750000.0,12750000.0,12500000.0,0
2017,1000.0,1,88000.0,0,0,1,1,1,1,13000000.0,2024,12,8,11000.0,0.0,0.0,0.0,1.0,653,2,7345285.759134985,12750000.0,12750000.0,13000000.0,0
2013,1500.0,1,132000.0,0,0,1,1,1,1,6490000.000000001,2025,1,12,11000.0,0.0,0.0,0.0,1.0,653,2,7345285.759134985,6545000.0,6545000.0,6545000.0,0
2013,1600.0,0,132000.0,0,0,1,1,1,1,6600000.0,2025,1,12,11000.0,0.0,0.0,1.0,0.0,653,2,7345285.759134985,6545000.0,6545000.0,6545000.0,0
2007,1500.0,1,198000.0,0,0,1,1,1,1,6984999.999999999,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,6984999.999999999,6984999.999999999,6984999.999999999,0
1992,1500.0,0,363000.0,0,0,1,1,1,1,4750000.0,2025,2,33,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,4750000.0,4750000.0,4750000.0,0
2002,1500.0,1,253000.0,0,0,1,1,1,1,5300000.0,2025,1,23,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,5300000.0,5300000.0,5300000.0,0
2007,1800.0,1,198000.0,0,0,1,1,1,1,6800000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,6800000.0,6800000.0,6800000.0,0
2008,1300.0,1,187000.0,0,0,1,1,1,1,7000000.0,2025,1,17,11000.0,0.0,0.0,1.0,0.0,653,1,7345285.759134985,7000000.0,7000000.0,7000000.0,0
2014,1500.0,1,121000.0,0,0,1,1,1,1,8030000.0,2025,2,11,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8030000.0,0
2012,1300.0,1,143000.0,0,0,1,1,1,1,6250000.0,2025,1,13,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,6522500.0,0
2014,1500.0,1,121000.0,0,0,1,1,1,1,8100000.0,2025,1,11,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8030000.0,0
2014,1490.0,1,121000.0,0,0,1,1,1,1,7500000.0,2025,1,11,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8030000.0,0
2013,1500.0,1,132000.0,0,0,1,1,1,1,8775000.0,2025,1,12,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8108333.333333333,0
2014,1339.0,1,121000.0,0,0,1,1,1,1,7900000.0,2025,1,11,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8030000.0,0
2013,1500.0,1,132000.0,0,0,1,1,1,1,7700000.0,2025,1,12,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8108333.333333333,0
2012,1330.0,1,143000.0,0,0,1,1,1,1,6475000.0,2025,1,13,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,6522500.0,0
2012,1422.0,1,143000.0,0,0,1,1,1,1,6390000.0,2025,1,13,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,6522500.0,0
2007,1300.0,1,198000.0,0,0,1,1,1,1,5475000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,5475000.0,0
2014,1500.0,1,121000.0,0,0,1,1,1,1,7900000.0,2024,12,11,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8030000.0,0
2013,1500.0,1,132000.0,0,0,1,1,1,1,7850000.0,2024,12,12,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8108333.333333333,0
2012,1330.0,1,143000.0,0,0,1,1,1,1,6975000.0,2024,12,13,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,6522500.0,0
2011,1330.0,1,154000.0,0,0,1,1,1,1,5900000.0,2024,12,14,11000.0,0.0,0.0,0.0,1.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,5900000.0,0
2014,1490.0,1,121000.0,0,0,1,1,1,1,8750000.0,2024,12,11,11000.0,0.0,0.0,1.0,0.0,653,15,7345285.759134985,7331333.333333333,7331333.333333333,8030000.0,0
2005,1500.0,1,220000.0,0,0,1,1,1,1,3862500.0,2025,2,20,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,3862500.0,0
2007,1490.0,1,198000.0,0,0,1,1,1,1,5000000.0,2025,2,18,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4925000.0,0
2007,1500.0,1,198000.0,0,0,1,1,1,1,4925000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4925000.0,0
2008,1500.0,1,187000.0,0,0,1,1,1,1,4500000.0,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4650000.0,0
2008,1500.0,1,187000.0,0,0,1,1,1,1,4500000.0,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4650000.0,0
2006,1490.0,1,209000.0,0,0,1,1,1,1,4780000.0,2025,1,19,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4780000.0,0
2007,1500.0,1,198000.0,0,0,1,1,1,1,4850000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4925000.0,0
2007,1470.0,1,198000.0,0,0,1,1,1,1,4925000.0,2024,12,18,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4925000.0,0
2004,1330.0,1,231000.0,1,0,1,1,1,1,4590000.0,2024,12,21,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4590000.0,0
2007,1500.0,0,198000.0,0,0,1,1,0,1,4925000.0,2024,12,18,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4925000.0,0
2005,1500.0,1,220000.0,0,0,1,1,1,1,3862500.0,2024,12,20,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,3862500.0,0
2008,1500.0,1,187000.0,0,0,1,1,1,1,4950000.0,2024,12,17,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4650000.0,0
2004,1330.0,1,231000.0,0,0,1,1,1,1,4590000.0,2024,12,21,11000.0,0.0,0.0,0.0,1.0,653,13,7345285.759134985,4635384.615384615,4635384.615384615,4590000.0,0
2008,1500.0,1,187000.0,0,0,1,1,1,1,5200000.0,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,5200000.0,5200000.0,5200000.0,0
2003,1500.0,1,242000.0,0,0,1,1,1,1,3895000.0000000005,2025,2,22,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,3895000.0000000005,3895000.0000000005,3895000.0000000005,0
2005,1300.0,1,220000.0,0,0,1,1,1,1,4350000.0,2025,2,20,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4350000.0,0
2003,1300.0,1,242000.0,0,0,1,1,1,1,4400000.0,2025,1,22,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4513333.333333333,0
2003,1300.0,1,242000.0,0,0,1,1,1,1,4690000.0,2025,1,22,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4513333.333333333,0
2008,1300.0,1,187000.0,0,0,1,1,1,1,4790000.0,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4790000.0,0
2007,1330.0,1,198000.0,0,0,1,1,1,1,4800000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4675000.0,0
2003,1300.0,1,242000.0,0,0,1,1,1,1,4450000.0,2025,1,22,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4513333.333333333,0
2007,1300.0,1,198000.0,0,0,1,1,1,1,4550000.0,2024,12,18,11000.0,0.0,0.0,0.0,1.0,653,7,7345285.759134985,4575714.285714285,4575714.285714285,4675000.0,0
2009,1300.0,1,176000.0,0,0,1,1,1,1,5800000.0,2025,1,16,11000.0,0.0,0.0,0.0,1.0,653,1,7345285.759134985,5800000.0,5800000.0,5800000.0,0
2008,1300.0,1,187000.0,0,0,1,1,1,1,5475000.0,2025,2,17,11000.0,0.0,0.0,0.0,1.0,653,6,7345285.759134985,5471354.166666667,5471354.166666667,5475000.0,0
2007,1300.0,1,198000.0,0,0,1,1,1,0,5450000.0,2025,1,18,11000.0,0.0,0.0,0.0,1.0,653,6,7345285.759134985,5471354.166666667,5471354.166666667,5450000.0,0
2008,1300.0,1,187000.0,0,0,1,1,1,1,5475000.0,2025,1,17,11000.0,0.0,0.0,0.0,1.0,653,6,7345285.759134985,5471354.166666667,5471354.166666667,5475000.0,0
2010,1330.0,1,165000.0,0,0,1,1,1,1,5503125.0,2025,1,15,11000.0,0.0,0.0,0.0,1.0,653,6,7345285.759134985,5471354.166666667,5471354.166666667,5503125.0,0
2008,1330.0,1,187000.0,0,0,1,1,1,1,5475000.0,2024,12,17,11000.0,0.0,0.0,0.0,1.0,653,6,7345285.759134985,5471354.166666667,5471354.166666667,5475000.0,0
2007,1330.0,1,198000.0,0,0,1,1,1,1,5450000.0,2024,12,18,11000.0,0.0,0.0,0.0,1.0,653,6,7345285.759134985,5471354.166666667,5471354.166666667,5450000.0,0
2012,1300.0,1,143000.0,0,0,1,1,1,1,6550000.0,2025,2,13,11000.0,0.0,0.0,0.0,1.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6602903.225806451,0
2012,1330.0,1,143000.0,0,0,1,1,1,1,6602903.225806451,2025,2,13,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6602903.225806451,0
2012,1300.0,1,143000.0,0,0,1,1,1,1,6950000.0,2025,2,13,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6602903.225806451,0
2011,1300.0,1,154000.0,0,0,1,1,1,1,6490000.000000001,2025,2,14,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6364802.631578947,0
2010,1330.0,1,165000.0,0,0,1,1,1,1,6275000.0,2025,2,15,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6470714.285714285,0
2012,1330.0,1,143000.0,0,0,1,1,1,1,6350000.0,2025,2,13,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6602903.225806451,0
2011,1300.0,1,154000.0,0,0,1,1,1,1,6250000.0,2025,2,14,11000.0,0.0,0.0,0.0,1.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6364802.631578947,0
2012,1300.0,1,143000.0,0,0,1,1,1,1,6700000.0,2025,2,13,11000.0,0.0,0.0,0.0,1.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6602903.225806451,0
2011,1390.0,1,154000.0,0,0,1,1,1,1,5706875.000000001,2025,2,14,11000.0,0.0,0.0,0.0,1.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6364802.631578947,0
2012,1300.0,1,143000.0,0,0,1,1,1,1,6450000.0,2025,2,13,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6602903.225806451,0
2013,1300.0,1,132000.0,1,0,1,1,1,1,7200000.0,2025,2,12,11000.0,0.0,0.0,1.0,0.0,653,84,7345285.759134985,6643972.254224271,6643972.254224271,6981111.111111111,0
